,0,1,2,3
0,0.0637040164739671,0.0635413123194866,0.018078212,82.0
1,0.0679695273352874,0.067777085071529,0.029291175,1019.0
2,0.0661067553095465,0.0657386941905376,-0.045494553,421.0
3,0.0618575250463033,0.0619164643197588,-0.04950027,313.0
4,0.0634584323061697,0.0637540058653342,0.045883484,493.0
5,0.060297064109495,0.0601391723498666,0.009241589,101.0
6,0.0602778116681113,0.0601215949762725,0.035256393,83.0
7,0.0611230394753007,0.0612965209040947,0.054620743,273.0
8,0.0635442765945801,0.0629581474842942,-0.022119641,9.0
9,0.0617481425174542,0.0613384425621047,-0.0030745938,86.0
10,0.0629587704432981,0.0626760154549645,-0.01364976,67.0
11,0.0605122647096964,0.0614597357097759,-0.053745687,571.0
12,0.0627530687874215,0.0620597631838776,-0.06515431,872.0
13,0.0604125686903895,0.060461309409394,-0.0037856176,263.0
14,0.0627184975465496,0.0634261107377228,0.0430138559999999,392.0
15,0.0677582026107575,0.0678858394864744,-0.0315989,276.0
16,0.0558588996822949,0.0637441886465284,-0.14366248,48.0
17,0.0462880427083602,0.0465321804342486,-0.034069967,54.0
18,0.0524986128600073,0.0521240281997561,-0.096468434,44.0
19,0.05435272594229,0.0523471723144231,-0.14844772,5.0
20,0.0071473795030742,0.0064497988430623,-0.16442543,61.0
21,0.0715914547407846,0.0639079764809226,-0.5782262,99.0
22,0.0726877513456059,0.0684787829206284,-0.7948970999999999,102.0
23,0.0779970304522307,0.0550197911655435,-0.7948970999999999,69.0
24,0.0631034667197733,0.0502550515755277,-0.7948970999999999,60.0
25,0.0655931746317623,0.0684792403219324,-0.7948970999999999,60.0
26,0.0453168099271954,0.05439971813684,-0.26151136,31.0
27,0.0591501532391225,0.0604362744064222,-0.45615166,9.0
28,0.0292309269879719,0.0243299599748838,-0.7948970999999999,82.0
29,0.1231330727274012,0.1178332869138503,0.007910604,59.0
30,0.0037445774900712,0.0039818915266363,-0.03889095,52.0
31,0.0688559927541028,0.0721107711190384,0.0563692,74.0
32,0.0648314083994049,0.0666223098542284,-0.07087383,122.0
33,0.0685690665374516,0.0693641397881189,-0.098840386,191.0
34,0.0586913299554614,0.0556280365636861,-0.0468691959999999,165.0
35,0.0734777594718285,0.0697005771933413,-0.04832184,41.0
36,0.0676966728981558,0.0709118631274959,-0.20919827,183.0
37,0.0519279237419328,0.0455053060611462,0.0058213844999999,38.0
38,0.0905326599167091,0.0926468090245493,0.0065389797,112.0
39,0.0750859631449758,0.0740267824815435,0.02245239,47.0
40,0.0668117821543889,0.0618710405977347,-0.2004737999999999,86.0
41,0.0474490661012693,0.0487011138240322,-0.15394115,52.0
42,0.0667505883357395,0.0651403285771586,-0.7948970999999999,31.0
43,0.1159547971055178,0.1056037984032886,-0.29521376,98.0
44,0.0648680838108311,0.0599278382443403,-0.29521376,65.0
45,0.0181732721957569,0.0169921929598383,-0.0020750863,38.0
46,0.0682250561922419,0.0638850636615575,0.0029946375,281.0
47,0.054877980371273,0.0534670731708584,-0.0471020859999999,114.0
48,0.0784203997335016,0.0735937451905372,-0.11604715,10.0
49,0.0785607372536319,0.0819043830759261,-0.7948970999999999,12.0
50,0.0315972633786514,0.0378621910756295,-0.7948970999999999,30.0
51,0.1041864621238469,0.1034990464172218,-0.47762898,130.0
52,0.1378435652085371,0.1533519061340678,-0.42932695,152.0
53,0.0618354752900215,0.0593562757324467,-0.45958894,86.0
54,0.0509301607386431,0.0513520830540502,-0.4738176999999999,40.0
55,0.0476329562399777,0.0462607409457633,-0.7948970999999999,93.0
56,0.1057498824308017,0.0973722984209807,0.031905234,30.0
57,0.0670641718184623,0.0675406413265331,0.06071406,244.0
58,0.0648174996059688,0.0639697460136898,-0.017601855,87.0
59,0.0631449482536724,0.0635579314467065,0.04159616,54.0
60,0.0475086997051362,0.0447834892272401,-0.0609726159999999,125.0
61,0.0719871180731119,0.0644923538259056,-0.0123109,227.0
62,0.0475935631304607,0.0434064844273933,-0.7948970999999999,144.0
63,0.0209593340871344,0.0268645314376146,-0.7948970999999999,18.0
64,0.0274938824350001,0.031076948951855,-0.30979085,92.0
65,0.2230819944143248,0.303029569590858,-0.29777187,59.0
66,0.0773692350111491,0.0777404929801793,-0.0338105079999999,77.0
67,0.0553040157885635,0.0530917897211298,-0.4339769,122.0
68,0.0384592103305271,0.0390128177052479,-0.08123007,25.0
69,0.0407685455678827,0.0411769235223771,-0.48489714,25.0
70,0.0696931236050218,0.0685884269068091,0.02249702,27.0
71,0.0566625923185146,0.0638320205944612,-0.4040445,78.0
72,0.0637888937733474,0.0638481096580165,-0.059733298,71.0
73,0.0441321400705357,0.048067079763223,-0.7948970999999999,68.0
74,0.0453276999446673,0.0389317046242972,-0.3375079,17.0
75,0.0491624168482142,0.0494963217436391,-0.7948970999999999,56.0
76,0.0549674232847549,0.0574377497195231,0.05244127,127.0
77,0.0597133177323107,0.0569165564883138,-0.48907387,137.0
78,0.0548329500551871,0.057373105556114,-0.4850018,496.0
79,0.0532076592403883,0.05478593901562,-0.7948970999999999,43.0
80,0.0608950363948181,0.0603527987072499,0.060151823,55.0
81,0.0746099721394449,0.0802264264760455,-0.036684938,135.0
82,0.0256313234899466,0.0075925619505829,-0.4339769,13.0
83,0.0820318724393804,0.082007137312326,-0.18153441,35.0
84,0.0471620243563777,0.0464637858103466,-0.29207572,82.0
85,0.0686463293290025,0.0682823246650676,-0.071043245,48.0
86,0.0670268083839359,0.0648434796002547,0.0123999119999999,71.0
87,0.047116650206124,0.0444698488027536,0.020982316,59.0
88,0.0478823480721486,0.0449277368955985,0.0065539619999999,62.0
89,0.0297744149804253,0.0287695629340455,-0.0446812959999999,62.0
90,0.0679692880134614,0.0689886113946437,0.006495746,36.0
