,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.060833225,0.001412545,0.029813632,0.764136,0.55257756,0.23517409,-0.12567158,0.28336322,0.021695774,-0.83383155,-0.07805409,0.72812355,0.07980297,0.4874301,-0.22040758,0.11353604,0.2921036,0.45362946,0.39799976
1,0.060201995,0.024147179,0.060529571,0.35733452,0.34313747,0.110601634,0.64808565,0.14766534,-0.38008136,-1.0464214,0.03333001,0.37123838,-0.12036584,-0.04176443,-0.21476145,0.10531356,0.0683926,-0.1585723,-0.18656038
2,0.038974361,0.315028543,0.542696006,0.4126469,0.41253915,-0.0995933,0.2455966,-0.09148984,-0.46243405,-1.0380032,-0.15909614,-0.6786151,-0.38656738,-0.08791597,-0.042282034,0.6449756,0.14448419,-0.033739213,0.24530126
3,0.040062844,0.021305939,0.09459763,0.883489,0.5452967,-0.19246973,0.26735795,0.3621756,0.21119177,-0.786564,0.19057971,0.16002092,0.34355223,0.3225149,0.25978962,0.6348125,0.467376,-0.14082268,0.17147914
4,0.058908895,0.0,0.185518267,0.26210296,-0.28600186,-0.11509925,0.30768186,0.17709914,-0.08591479,-0.21263078,0.12530714,0.3755696,0.30114397,0.059450243,-0.4743931,-0.08508902,-0.34932092,0.18118723,0.12426854
5,0.0,0.095154039,0.008232586,0.7574031,0.13781826,0.003668099,-0.022165986,0.37273008,-0.096635684,-0.6860796,0.23642163,0.45317087,-0.004093252,0.3571605,-0.5815412,0.13087398,-0.14328039,0.2557161,-0.04096759
6,0.020564279,0.000288537,0.031933125,0.16140702,0.669881,0.035775345,-0.37850982,0.36861554,0.18808393,-0.5876104,-0.36191943,-0.26117888,-0.5741875,0.14049329,0.49673238,0.012807468,0.9897117,0.25806633,-0.19282824
7,0.040820594,0.01361105,0.017154687,-0.09438189,0.5595532,-0.10465971,-0.17627226,0.43119702,-0.03807867,-0.48507118,-0.53246444,-0.49592853,-0.15986638,-0.023181183,0.6008793,0.022240102,0.91279894,0.4411174,-0.07571339
8,0.0,0.006265774,0.048641164,0.19615985,0.6012376,1.2715743,-0.5136388,-0.09232637,0.10634359,0.19115344,-0.39847508,-0.3412561,-0.6218258,0.06996407,0.4928029,-0.47434995,0.2430247,0.7954514,0.39530814
9,0.020269254,0.009428124,0.009191816,-0.23855452,0.28705692,0.669958,-0.5294882,-0.07881777,-0.2719029,0.26140925,0.1263297,-0.19576155,-0.3114281,-0.44797227,0.48076418,-0.42035154,0.03026877,0.117132336,0.7036205
10,0.0,0.015484023,0.013582425,-0.045758978,0.11354021,0.32923287,-0.07213238,-0.08307921,-0.16526468,0.29244283,0.31448242,-0.111934155,-0.42395565,-0.67292905,-0.002149441,-0.12721007,-0.21128507,0.11009813,0.47661966
11,0.0,0.007100484,0.00755839,-0.18814966,0.6903732,0.5066281,-0.118762374,-0.11861446,0.005226997,0.015172269,0.15699553,-0.07592956,-0.7147999,-0.5327692,0.4976559,-0.23525049,0.29362094,0.25413322,0.4856781
12,0.060974132,0.263012092,0.000945039,0.9215062,0.21496384,0.04821611,-0.26148242,0.2930489,-0.25734016,-0.80379015,0.384816,0.27636358,0.23156555,0.6059555,-0.055366237,0.4011241,0.06960381,-0.29294416,0.07334081
13,0.020053887,0.001409124,0.089749116,0.48184842,1.1118847,0.103400454,0.013854194,0.14609799,-0.59858215,-1.4074297,-0.15856877,-0.10811524,-0.08153261,0.07383151,0.0894591,0.20586342,0.1961481,-0.43033513,0.02600618
14,0.02054804,0.01124128,0.007610436,-0.20706664,0.42630282,0.3343294,-0.85386825,-0.020905698,-1.0047612,-0.7530563,0.010186315,-0.29347578,-0.25870943,0.9295905,0.82725495,0.044392016,0.58766097,0.09284055,-0.15361014
15,0.020526891,0.183665204,0.019400668,0.3082822,0.18749924,0.16873172,-0.06314034,0.16732395,-0.47102192,-0.93416804,0.08961041,-0.761338,-0.24909489,0.4789797,0.46145052,0.18039808,0.026426423,-0.04140252,-0.509922
16,0.020434956,0.005282624,0.029677915,-7.7031083,1.807341,7.574306,0.19931512,9.177704,2.2062218,-2.3439205,1.8190374,-2.1084707,-0.8172392,3.2263758,-2.2180018,6.4161563,-0.55695945,-1.6839378,2.8466318
17,0.0,0.009854337,0.186679255,0.20643964,0.3584776,0.8236299,-0.29329228,-0.5351509,-0.031370215,-0.49108854,-0.1697973,-0.5093489,-0.13855676,0.64526343,1.1079718,0.6736083,-0.30710748,-0.26976675,-0.3817086
18,0.24219029,0.058721248,0.019618748,-10.64926,2.2665164,9.809505,0.4753352,13.394647,3.6694071,-2.4472442,3.1209707,-2.4414902,-0.53233176,4.1197743,-3.736254,8.653038,-0.48484603,-1.873693,3.7322896
19,0.100192731,0.102307457,0.179076322,0.03964474,0.23126039,0.48574862,0.289196,-0.44355035,0.21161395,-0.45571753,0.17280588,-0.34028742,0.17917821,0.29564422,0.3412024,0.122172445,0.2229607,-0.309682,0.15926622
20,0.081805777,0.013004519,0.047488461,0.056016855,0.6223416,0.6095707,-0.35839278,-0.46644038,-0.07477089,-0.8126799,-0.022761837,-0.58081645,-0.19458313,0.214311,0.99183357,0.60455596,0.24689977,-0.23448212,-0.3447921
21,0.0,0.003689968,0.131426892,0.7081932,0.88717854,1.4132364,-0.7139337,-0.83262485,-0.12206002,-1.3494939,0.06380586,-0.4252513,0.08288996,0.8313651,1.7807521,0.9333767,-0.10379835,-0.510124,0.14273614
22,0.0,0.03188198,0.039650945,-4.767818,1.6093346,5.341957,0.19406281,5.950277,1.3328701,-2.1708667,1.6230729,-1.5915082,-0.54056597,2.0201373,-0.91354895,4.853324,-0.56187284,-1.4470096,2.1747313
23,0.019549117,0.031530101,0.069504377,0.021359436,1.0698607,0.77033025,-0.7379004,-0.68022436,0.627011,-1.3221872,-0.110905275,-0.6128711,-0.039336003,0.8584961,0.7868217,0.05679092,0.38747782,-0.36583742,-0.54955214
24,0.0,0.048604423,0.0,-0.10354157,-0.38577196,-0.046074376,0.08470977,-0.18191516,-0.24454923,0.31199768,-0.029789947,0.50968665,0.8038599,-0.73288864,-0.20880751,-0.50968343,-0.038405485,-0.027868683,-0.2982912
25,0.041052363,0.424900869,0.0,-0.45328453,-0.27805376,0.22665077,0.05200036,0.089090146,-0.16323553,0.26020318,0.043747444,0.47246477,0.9405243,-0.70471424,-0.29395816,-0.36217985,0.1157794,0.014833547,-0.29609704
26,0.020120684,0.009058793,0.018239849,0.87479484,0.84088385,0.22246204,-0.12758097,0.09606507,-0.4108079,-1.2812588,-0.4791734,-0.9527264,-0.34999096,-0.18098095,-0.011772411,0.5968816,0.27893987,-0.1160871,0.227315
27,0.0,0.0,0.28096046,0.32460633,-0.08822934,0.015004013,-0.004288873,0.11726335,-0.37409994,-0.57585603,0.01816401,-0.13259535,0.1458457,-0.75192684,-0.29452166,0.5788204,-0.054883633,-0.028848318,0.11706879
28,0.020537007,0.004755786,0.073665266,0.34477958,-0.44244835,0.27821884,-0.11156998,-0.2612781,-0.10434049,0.26698625,-0.10663972,0.15844704,0.25526366,-0.3964451,0.20988204,0.10979686,-0.92056125,-0.58964247,0.003059249
